"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
bkb7a702,bkbsin,,radio,"<div style=""text-align:right"">above","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7a7,,
bkb7a703,bkbsin,,radio,"<div style=""text-align:right"">sink","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7a7,,
bkb7a7,bkbsin,,calc,"7. <font color = ""gray""> The </font color> <u>faucets</u> <font color = ""gray""> are </font color> <u>above</u> <font color = ""gray""> the </font color> <u>sink</u>.","sum([bkb7a701],[bkb7a702],[bkb7a703])",,,,,,"[bkb_list] = '7'",y,,,,,
bkb7a801,bkbsin,"<font size=3>8. <u>They</u> <font color = ""gray""> had some </font color> <u>cold meat</u>.",radio,"<div style=""text-align:right"">They","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7a8,,
bkb7a802,bkbsin,,radio,"<div style=""text-align:right"">cold","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7a8,,
bkb7a803,bkbsin,,radio,"<div style=""text-align:right"">meat","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7a8,,
bkb7a8,bkbsin,,calc,"8. <u>They</u> <font color = ""gray""> had some </font color> <u>cold meat</u>.","sum([bkb7a801],[bkb7a802],[bkb7a803])",,,,,,"[bkb_list] = '7'",y,,,,,
bkb7a901,bkbsin,"<font size=3>9. <font color = ""gray"">The </font color> <u>children helped</u> <font color = ""gray""> the </font color> <u>milkman</u>.",radio,"<div style=""text-align:right"">children","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7a9,,
bkb7a902,bkbsin,,radio,"<div style=""text-align:right"">helped","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7a9,,
bkb7a903,bkbsin,,radio,"<div style=""text-align:right"">milkman","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7a9,,
bkb7a9,bkbsin,,calc,"9. <font color = ""gray"">The </font color> <u>children helped</u> <font color = ""gray""> the </font color> <u>milkman</u>.","sum([bkb7a901],[bkb7a902],[bkb7a903])",,,,,,"[bkb_list] = '7'",y,,,,,
bkb7a1001,bkbsin,"<font size=3>10.<font color = ""gray""> The </font color> <u>rice pudding</u> <font color = ""gray""> was </font color> <u>ready</u>.",radio,"<div style=""text-align:right"">rice","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7a10,,
bkb7a1002,bkbsin,,radio,"<div style=""text-align:right"">pudding","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7a10,,
bkb7a1003,bkbsin,,radio,"<div style=""text-align:right"">ready","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7a10,,
bkb7a10,bkbsin,,calc,"10.<font color = ""gray""> The </font color> <u>rice pudding</u> <font color = ""gray""> was </font color> <u>ready</u>.","sum([bkb7a1001],[bkb7a1002],[bkb7a1003])",,,,,,"[bkb_list] = '7'",y,,,,,
bkb7a_total,bkbsin,,calc,"Total Key Words Correct","sum([bkb7a1],[bkb7a2],[bkb7a3],[bkb7a4],[bkb7a5],[bkb7a6],[bkb7a7],[bkb7a8],[bkb7a9],[bkb7a10])",,,,,,"[bkb_list] = '7'",,,,,,
bkb7a_snr50,bkbsin,,calc,SNR-50,"23.5 - [bkb7a_total]",,,,,,"[bkb_list] = '7'",,,,,,
bkb7b101,bkbsin,"<div class = ""gray""> <center> <font size = 3> <b>List 7B</b> </div class>

1. <font color = ""gray"">The</font color> <u>boy slipped on</u><font color = ""gray""> the </font color> <u>stairs</u>.",radio,"<div style=""text-align:right"">boy","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b1,,
bkb7b102,bkbsin,,radio,"<div style=""text-align:right"">slipped","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b1,,
bkb7b103,bkbsin,,radio,"<div style=""text-align:right"">on","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b1,,
bkb7b104,bkbsin,,radio,"<div style=""text-align:right"">stairs","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b1,,
bkb7b1,bkbsin,,calc,"1. <font color = ""gray"">The</font color> <u>boy slipped on</u><font color = ""gray""> the </font color> <u>stairs</u>.","sum([bkb7b101],[bkb7b102],[bkb7b103],[bkb7b104])",,,,,,"[bkb_list] = '7'",,,,,,
bkb7b201,bkbsin,"<font size=3>2. <font color=""gray"">The </font color><u>snow is</u><font color = ""gray""> on the </font color> <u>roof</u>.",radio,"<div style=""text-align:right"">snow","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b2,,
bkb7b202,bkbsin,,radio,"<div style=""text-align:right"">is","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b2,,
bkb7b203,bkbsin,,radio,"<div style=""text-align:right"">roof","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b2,,
bkb7b2,bkbsin,,calc,"2. <font color=""gray"">The </font color><u>snow is</u><font color = ""gray""> on the </font color> <u>roof</u>.","sum([bkb7b201],[bkb7b202],[bkb7b203])",,,,,,"[bkb_list] = '7'",y,,,,,
bkb7b301,bkbsin,"<font size=3>3. <u>Sugar</u><font color = ""gray""> is </font color> <u>very sweet</u>.",radio,"<div style=""text-align:right"">Sugar","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b3,,
bkb7b302,bkbsin,,radio,"<div style=""text-align:right"">very","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b3,,
bkb7b303,bkbsin,,radio,"<div style=""text-align:right"">sweet","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b3,,
bkb7b3,bkbsin,,calc,"3. <u>Sugar</u><font color = ""gray""> is </font color> <u>very sweet</u>.","sum([bkb7b301],[bkb7b302],[bkb7b303])",,,,,,"[bkb_list] = '7'",y,,,,,
bkb7b401,bkbsin,"<font size=3>4. <font color = ""gray"">The </font color><u>washing machine broke</u>.",radio,"<div style=""text-align:right"">washing","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b4,,
bkb7b402,bkbsin,,radio,"<div style=""text-align:right"">machine","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b4,,
bkb7b403,bkbsin,,radio,"<div style=""text-align:right"">broke","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b4,,
bkb7b4,bkbsin,,calc,"4. <font color = ""gray"">The </font color><u>washing machine broke</u>.","sum([bkb7b401],[bkb7b402],[bkb7b403])",,,,,,"[bkb_list] = '7'",y,,,,,
bkb7b501,bkbsin,"<font size=3>5. <u>They</u> <font color = ""gray""> are </font color> <u>clearing</u> <font color = ""gray""> the </font color><u>table</u>.",radio,"<div style=""text-align:right"">They","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b5,,
bkb7b502,bkbsin,,radio,"<div style=""text-align:right"">clearing","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b5,,
bkb7b503,bkbsin,,radio,"<div style=""text-align:right"">table","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b5,,
bkb7b5,bkbsin,,calc,"5. <u>They</u> <font color = ""gray""> are </font color> <u>clearing</u> <font color = ""gray""> the </font color><u>table</u>.","sum([bkb7b501],[bkb7b502],[bkb7b503])",,,,,,"[bkb_list] = '7'",y,,,,,
bkb7b601,bkbsin,"<font size=3>6. <u>She hurt</u> <font color = ""gray""> her </font color> <u>hand</u>.",radio,"<div style=""text-align:right"">She","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b6,,
bkb7b602,bkbsin,,radio,"<div style=""text-align:right"">hurt","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b6,,
bkb7b603,bkbsin,,radio,"<div style=""text-align:right"">hand","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b6,,
bkb7b6,bkbsin,,calc,"6. <u>She hurt</u> <font color = ""gray""> her </font color> <u>hand</u>.","sum([bkb7b601],[bkb7b602],[bkb7b603])",,,,,,"[bkb_list] = '7'",y,,,,,
bkb7b701,bkbsin,"<font size=3>7. <font color = ""gray"">The </font color><u>cup is</u> <font color = ""gray""> on a </font color> <u>saucer</u>.",radio,"<div style=""text-align:right"">cup","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b7,,
bkb7b702,bkbsin,,radio,"<div style=""text-align:right"">is","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b7,,
bkb7b703,bkbsin,,radio,"<div style=""text-align:right"">saucer","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b7,,
bkb7b7,bkbsin,,calc,"7. <font color = ""gray"">The </font color><u>cup is</u> <font color = ""gray""> on a </font color> <u>saucer</u>.","sum([bkb7b701],[bkb7b702],[bkb7b703])",,,,,,"[bkb_list] = '7'",y,,,,,
bkb7b801,bkbsin,"<font size=3>8. <font color = ""gray""> The </font color><u>boy got</u> <font color = ""gray""> into </font color> <u>trouble</u>.",radio,"<div style=""text-align:right"">boy","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b8,,
bkb7b802,bkbsin,,radio,"<div style=""text-align:right"">got","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b8,,
bkb7b803,bkbsin,,radio,"<div style=""text-align:right"">trouble","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b8,,
bkb7b8,bkbsin,,calc,"8. <font color = ""gray""> The </font color><u>boy got</u> <font color = ""gray""> into </font color> <u>trouble</u>.","sum([bkb7b801],[bkb7b802],[bkb7b803])",,,,,,"[bkb_list] = '7'",y,,,,,
bkb7b901,bkbsin,"<font size=3>9. <font color = ""gray"">The </font color><u>truck carried fruit</u>.",radio,"<div style=""text-align:right"">truck","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b9,,
bkb7b902,bkbsin,,radio,"<div style=""text-align:right"">carried","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b9,,
bkb7b903,bkbsin,,radio,"<div style=""text-align:right"">fruit","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b9,,
bkb7b9,bkbsin,,calc,"9. <font color = ""gray"">The </font color><u>truck carried fruit</u>.","sum([bkb7b901],[bkb7b902],[bkb7b903])",,,,,,"[bkb_list] = '7'",y,,,,,
bkb7b1001,bkbsin,"<font size=3>10. <font color=""gray"">The </font color><u>ice cream</u><font color = ""gray""> was </font color><u>pink</u>.",radio,"<div style=""text-align:right"">ice","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b10,,
bkb7b1002,bkbsin,,radio,"<div style=""text-align:right"">cream","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b10,,
bkb7b1003,bkbsin,,radio,"<div style=""text-align:right"">pink","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '7'",y,,,bkb7b10,,
bkb7b10,bkbsin,,calc,"10. <font color=""gray"">The </font color><u>ice cream</u><font color = ""gray""> was </font color><u>pink</u>.","sum([bkb7b1001],[bkb7b1002],[bkb7b1003])",,,,,,"[bkb_list] = '7'",y,,,,,
bkb7b_total,bkbsin,,calc,"Total Key Words Correct","sum([bkb7b1],[bkb7b2],[bkb7b3],[bkb7b4],[bkb7b5],[bkb7b6],[bkb7b7],[bkb7b8],[bkb7b9],[bkb7b10])",,,,,,"[bkb_list] = '7'",,,,,,
bkb7b_snr50,bkbsin,,calc,SNR-50,"23.5 - [bkb7b_total]",,,,,,"[bkb_list] = '7'",,,,,,
bkb7_snr50,bkbsin,,calc,"Average SNR-50","mean([bkb7a_snr50], [bkb7b_snr50])",,,,,,"[bkb_list] = '7'",,,,,,
bkb8a101,bkbsin,"<div class = ""gray""> <center> <font size = 3> <b>List 8A</b> </div class> 

1. <u>They washed</u> <font color = ""gray""> in </font color> <u>cold water</u>.",radio,"<div style=""text-align:right"">They","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a1,,
bkb8a102,bkbsin,,radio,"<div style=""text-align:right"">washed","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a1,,
bkb8a103,bkbsin,,radio,"<div style=""text-align:right"">cold","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a1,,
bkb8a104,bkbsin,,radio,"<div style=""text-align:right"">water","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a1,,
bkb8a1,bkbsin,,calc,"1. <u>They washed</u> <font color = ""gray""> in </font color> <u>cold water</u>.","sum([bkb8a101],[bkb8a102],[bkb8a103],[bkb8a104])",,,,,,"[bkb_list] = '8'",y,,,,,
bkb8a201,bkbsin,"<font size=3>2. <font color = ""gray"">The</font color> <u>dog sleeps</u><font color = ""gray""> in a </font color> <u>basket</u>.",radio,"<div style=""text-align:right"">dog","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",,,,bkb8a2,,
bkb8a202,bkbsin,,radio,"<div style=""text-align:right"">sleeps","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",,,,bkb8a2,,
bkb8a203,bkbsin,,radio,"<div style=""text-align:right"">basket","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",,,,bkb8a2,,
bkb8a2,bkbsin,,calc,"2. <font color = ""gray"">The</font color> <u>dog sleeps</u><font color = ""gray""> in a </font color> <u>basket</u>.","sum([bkb8a201],[bkb8a202],[bkb8a203])",,,,,,"[bkb_list] = '8'",y,,,,,
bkb8a301,bkbsin,"<font size=3>3. <font color=""gray"">An </font color><u>old woman</u> <font color=""gray""> was at </font color><u>home</u>.",radio,"<div style=""text-align:right"">old","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a3,,
bkb8a302,bkbsin,,radio,"<div style=""text-align:right"">woman","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a3,,
bkb8a303,bkbsin,,radio,"<div style=""text-align:right"">home","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a3,,
bkb8a3,bkbsin,,calc,"3. <font color=""gray"">An </font color><u>old woman</u> <font color=""gray""> was at </font color><u>home</u>.","sum([bkb8a301],[bkb8a302],[bkb8a303])",,,,,,"[bkb_list] = '8'",y,,,,,
bkb8a401,bkbsin,"<font size=3>4. <font color = ""gray"">The </font color><u>girl played</u> <font color = ""gray""> with the </font color> <u>baby</u>.",radio,"<div style=""text-align:right"">girl","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a4,,
bkb8a402,bkbsin,,radio,"<div style=""text-align:right"">played","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a4,,
bkb8a403,bkbsin,,radio,"<div style=""text-align:right"">baby","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a4,,
bkb8a4,bkbsin,,calc,"4. <font color = ""gray"">The </font color><u>girl played</u> <font color = ""gray""> with the </font color> <u>baby</u>.","sum([bkb8a401],[bkb8a402],[bkb8a403])",,,,,,"[bkb_list] = '8'",y,,,,,
bkb8a501,bkbsin,"<font size=3>5. <font color = ""gray"">The </font color><u>children washed</u> <font color = ""gray""> the </font color> <u>plate/plates</u>.",radio,"<div style=""text-align:right"">children","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a5,,
bkb8a502,bkbsin,,radio,"<div style=""text-align:right"">washed","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a5,,
bkb8a503,bkbsin,,radio,"<div style=""text-align:right"">plate/plates","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a5,,
bkb8a5,bkbsin,,calc,"5. <font color = ""gray"">The </font color><u>children washed</u> <font color = ""gray""> the </font color> <u>plate/plates</u>.","sum([bkb8a501],[bkb8a502],[bkb8a503])",,,,,,"[bkb_list] = '8'",y,,,,,
bkb8a601,bkbsin,"<font size=3>6. <font color = ""gray"">The </font color><u>match fell</u> <font color = ""gray""> on the </font color> <u>floor</u>.",radio,"<div style=""text-align:right"">match","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a6,,
bkb8a602,bkbsin,,radio,"<div style=""text-align:right"">fell","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a6,,
bkb8a603,bkbsin,,radio,"<div style=""text-align:right"">floor","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a6,,
bkb8a6,bkbsin,,calc,"6. <font color = ""gray"">The </font color><u>match fell</u> <font color = ""gray""> on the </font color> <u>floor</u>.","sum([bkb8a601],[bkb8a602],[bkb8a603])",,,,,,"[bkb_list] = '8'",y,,,,,
bkb8a701,bkbsin,"<font size=3>7. <font color = ""gray""> The </font color> <u>shop closed</u> <font color = ""gray""> for </font color> <u>lunch</u>.",radio,"<div style=""text-align:right"">shop","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a7,,
bkb8a702,bkbsin,,radio,"<div style=""text-align:right"">closed","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a7,,
bkb8a703,bkbsin,,radio,"<div style=""text-align:right"">lunch","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a7,,
bkb8a7,bkbsin,,calc,"7. <font color = ""gray""> The </font color> <u>shop closed</u> <font color = ""gray""> for </font color> <u>lunch</u>.","sum([bkb8a701],[bkb8a702],[bkb8a703])",,,,,,"[bkb_list] = '8'",y,,,,,
bkb8a801,bkbsin,"<font size=3>8. <font color = ""gray""> The </font color> <u>boy hurried</u> <font color = ""gray""> to </font color> <u>school</u>.",radio,"<div style=""text-align:right"">boy","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a8,,
bkb8a802,bkbsin,,radio,"<div style=""text-align:right"">hurried","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a8,,
bkb8a803,bkbsin,,radio,"<div style=""text-align:right"">school","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a8,,
bkb8a8,bkbsin,,calc,"8. <font color = ""gray""> The </font color> <u>boy hurried</u> <font color = ""gray""> to </font color> <u>school</u>.","sum([bkb8a801],[bkb8a802],[bkb8a803])",,,,,,"[bkb_list] = '8'",y,,,,,
bkb8a901,bkbsin,"<font size=3>9. <u>Flowers grow</u><font color = ""gray""> in the </font color> <u>garden</u>.",radio,"<div style=""text-align:right"">Flowers","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a9,,
bkb8a902,bkbsin,,radio,"<div style=""text-align:right"">grow","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a9,,
bkb8a903,bkbsin,,radio,"<div style=""text-align:right"">garden","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a9,,
bkb8a9,bkbsin,,calc,"9. <u>Flowers grow</u><font color = ""gray""> in the </font color> <u>garden</u>.","sum([bkb8a901],[bkb8a902],[bkb8a903])",,,,,,"[bkb_list] = '8'",y,,,,,
bkb8a1001,bkbsin,"<font size=3>10. <font color = ""gray""> The </font color> <u>children waved</u> <font color = ""gray""> at the </font color> <u>train</u>.",radio,"<div style=""text-align:right"">children","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a10,,
bkb8a1002,bkbsin,,radio,"<div style=""text-align:right"">waved","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a10,,
bkb8a1003,bkbsin,,radio,"<div style=""text-align:right"">train","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8a10,,
bkb8a10,bkbsin,,calc,"10. <font color = ""gray""> The </font color> <u>children waved</u> <font color = ""gray""> at the </font color> <u>train</u>.","sum([bkb8a1001],[bkb8a1002],[bkb8a1003])",,,,,,"[bkb_list] = '8'",y,,,,,
bkb8a_total,bkbsin,,calc,"Total Key Words Correct","sum([bkb8a1],[bkb8a2],[bkb8a3],[bkb8a4],[bkb8a5],[bkb8a6],[bkb8a7],[bkb8a8],[bkb8a9],[bkb8a10])",,,,,,"[bkb_list] = '8'",,,,,,
bkb8a_snr50,bkbsin,,calc,SNR-50,"23.5 - [bkb8a_total]",,,,,,"[bkb_list] = '8'",,,,,,
bkb8b101,bkbsin,"<div class = ""gray""> <center> <font size = 3> <b>List 8B</b> </div class> 

1. <u>They broke all</u> <font color = ""gray""> the </font color> <u>eggs</u>.",radio,"<div style=""text-align:right"">They","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8b1,,
bkb8b102,bkbsin,,radio,"<div style=""text-align:right"">broke","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8b1,,
bkb8b103,bkbsin,,radio,"<div style=""text-align:right"">all","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8b1,,
bkb8b104,bkbsin,,radio,"<div style=""text-align:right"">eggs","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8b1,,
bkb8b1,bkbsin,,calc,"1. <u>They broke all</u> <font color = ""gray""> the </font color> <u>eggs</u>.","sum([bkb8b101],[bkb8b102],[bkb8b103],[bkb8b104])",,,,,,"[bkb_list] = '8'",y,,,,,
bkb8b201,bkbsin,"<font size=3>2. <font color=""gray"">The </font color><u>car hit</u><font color = ""gray""> a </font color> <u>wall</u>.",radio,"<div style=""text-align:right"">car","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8b2,,
bkb8b202,bkbsin,,radio,"<div style=""text-align:right"">hit","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8b2,,
bkb8b203,bkbsin,,radio,"<div style=""text-align:right"">wall","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8b2,,
bkb8b2,bkbsin,,calc,"2. <font color=""gray"">The </font color><u>car hit</u><font color = ""gray""> a </font color> <u>wall</u>.","sum([bkb8b201],[bkb8b202],[bkb8b203])",,,,,,"[bkb_list] = '8'",y,,,,,
bkb8b301,bkbsin,"<font size=3>3. <u>They</u><font color = ""gray""> are </font color> <u>riding</u> <font color = ""gray""> their </font color> <u>bicycles</u>.",radio,"<div style=""text-align:right"">They","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8b3,,
bkb8b302,bkbsin,,radio,"<div style=""text-align:right"">riding","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8b3,,
bkb8b303,bkbsin,,radio,"<div style=""text-align:right"">bicycles","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8b3,,
bkb8b3,bkbsin,,calc,"3. <u>They</u><font color = ""gray""> are </font color> <u>riding</u> <font color = ""gray""> their </font color> <u>bicycles</u>.","sum([bkb8b301],[bkb8b302],[bkb8b303])",,,,,,"[bkb_list] = '8'",y,,,,,
bkb8b401,bkbsin,"<font size=3>4. <u>He broke</u> <font color = ""gray""> his </font color> <u>leg</u>.",radio,"<div style=""text-align:right"">He","1, <font size = 3><b>&#x2714 | 0, <font size = 3><b>&#x2718",,,,,,"[bkb_list] = '8'",y,,,bkb8b4,,
